catalog_index	catalog	author	short	title	town	from	till	dissertation	cluster	cluster_idx	remove
744	fennica	Hassel, Henrik	Dissertatio historica de templis, quam 	Dissertatio historica de templis, quam consentiente ampliss. senat. philos. in Regia Academia Aboe¨nsi praeside Henrico Hassel, eloqvent. profess. reg. et ord. h. t. rect. magnif. Publico examini submittit Georgius Wassmann Aboe¨nsis. Die [ ] April. anni MDCCXXXV. loco & horis consvetis	Turku	1735	NA	Diss.	1	1	
222598	kungliga	Hassel, Henrik	Dissertatio historica de templis, quam 	Dissertatio historica de templis, quam consentiente ampliss. senat. philos. in Regia Academia Aboënsi praeside Henrico Hassel, eloqvent. profess. reg. et ord. h. t. rect. magnif. Publico examini submittit Georgius Wassmann Aboënsis. Die [ ] April. anni MDCCXXXV. loco & horis consvetis	Turku	1735	NA	Diss. Åbo : Åbo akademi, 1735	1	2	potentially remove
832	fennica	Hassel, Henrik	Dissertatio gradualis, de sectis Judaeorum, 	Dissertatio gradualis, de sectis Judaeorum, qvam, consentiente amplissimo ordine philos. Acad. Aboe¨ns. Praeside Henrico Hassel, eloqvent. profess. reg. & ordin. facult. philos. h. t. decan. Publico examini defert alumnus regius Gustavus Bång, Borea-Fenno, die D. v. XXI. Junii a:o MDCCXLVIII. Loco & horis consvetis	Turku	1748	NA	Diss.	1	1	
222597	kungliga	Hassel, Henrik	Dissertatio gradualis, de sectis Judaeorum, 	Dissertatio gradualis, de sectis Judaeorum, qvam, consentiente amplissimo ordine philos. Acad. Aboëns. Praeside Henrico Hassel, eloqvent. profess. reg. & ordin. facult. philos. h. t. decan. Publico examini defert alumnus regius Gustavus Bång, Borea-Fenno, die d. v. XXI. Junii a:o MDCCXLVIII. loco & horis consvetis	Turku	1748	NA	Diss. Åbo : Åbo akademi, 1748	1	2	potentially remove
844	fennica	Hassel, Henrik	Velmente tankar om landt-hushållningens förbettrande 	Velmente tankar om landt-hushållningens förbettrande i Finland, med vederbörandes tilstånd, under professorens och nu varande rectors herr Henric Hassels inseende, för magister-kranisens ärhållade utgifne, och til allmänt prof öfverlemnande i Åbo Academies öfre sal, den 17 Julii 1751, af Johan Welin, Norr Finne, emnesvän af Kongl. Sv. Vet. Academien	Turku	1751	NA	Diss.	1	1	
222604	kungliga	Hassel, Henrik	Velmente tankar om landt-hushållningens förbettrande 	Velmente tankar om landt-hushållningens förbettrande i Finland, med vederbörandes tilstånd, under ... Henric Hassels inseende, för magister-kranisens ärhållande utgifne, och til allmänt prof öfverlemnande i Åbo academies öfre sal, den 17 julii 1751, af Johan Welin, Norr finne, emnesvän af Kongl. sv. vet. academien	Turku	1751	NA	Diss. Åbo : Åbo akademi, 1751	1	2	potentially remove
895	fennica	Högman, David Ericus	Owälduge tankar om häck-planteringen, samt 	Owälduge tankar om häck-planteringen, samt dess hinder och hjelp; med wederbörandes minne wid Kongl. läro-sätet i Åbo, yttrade, af praeses David Eric Högman, philos. magister och präst. och såsom et academiskt prof, offentelig granskning understålde, i öfre lärosalen, den 19. Decemb. för middagen, 1757. Af respondens, Guds ords medarbetare i Christina, Abraham Aspegren, Österbotninge	Turku	1757	NA	Diss.	1	1	
230552	kungliga	Högman, David Erik	Owälduge tankar om häck-planteringen, samt 	Owälduge tankar om häck-planteringen, samt dess hinder och hjelp; med wederbörandes minne wid kongl. läro-sätet i Åbo, yttrade, af praeses, David Eric Högman [...] och såsom et academiskt prof, offentelig granskning understälde, i öfre lärosalen, den 19 decemb. för middagen, 1757. Af respondens [...] Abraham Aspegren, österbotninge	Turku	1757	NA	Diss. Åbo : Åbo akademi, 1757.	1	2	potentially remove
925	fennica	Kalm, Pehr	Historisk och oeconomisk beskrifning öfwer 	Historisk och oeconomisk beskrifning öfwer Sagu sochn i Åbo lähn, med wederbörandes tilstädielse, under oeconomiae professorens, och Kongl. Swensk. Wettensk. Academ. ledamots, herr Pehr Kalms inseende, för lager krantsens ärhållande, til allmän undersökning utgifwen. I Åbo Acad: nedre sal d. 22 Decembr. [ ] Af Christian Cavander, Söder-Finne	Turku	1753	NA	Diss.	1	1	
14968	fennica	Kalm, Pehr	Historisk och oeconomisk beskrifning öfwer 	Historisk och oeconomisk beskrifning öfwer siö-staden Nystad, med wederbörandes tilstånd under oeconomiae professorens och Kongl. Sv. Wettensk. Acad. ledamots, herr Pehr Kalms inseende, för magister namnets och hederens tilbörliga erhållande, til almän granskning framgifven, i Åbo Academies större läro sal, den 14. Decembr. 1753. af Ephraim Hoeckert, norr-finne	Turku	1753	NA	Diss.	1	2	
191946	kungliga	Kalm, Pehr	Historisk och oeconomisk beskrifning öfwer 	Historisk och oeconomisk beskrifning öfwer Sagu sockn i Åbo lähn, med wederbörandes tilstädielse, under ... Pehr Kalms inseende, för lager krantsens ärhållande, til allmän undersökning utgifwen. I Åbo acad : nedre sal d. 22 decembr. af Christian Cavander, söder-finne	Turku	1753	NA	Diss. Åbo : Åbo akademi, 1753	1	3	potentially remove
230350	kungliga	Kalm, Pehr	Historisk och oeconomisk beskrifning öfwer 	Historisk och oeconomisk beskrifning öfwer siö-staden Nystad, med wederbörandes tilstånd under ... Pehr Kalms inseende, för magister namnets och hederens tilbörliga erhållande, til almän granskning framgifven, i Åbo academies större läro sal, den 14. decembr. 1753. Af Ephraim Hoeckert, norr-finne	Turku	1753	NA	Diss. Åbo : Åbo akademi, 1753	1	4	potentially remove
927	fennica	Kalm, Pehr	Enfaldige tanckar om möjeligheten och 	Enfaldige tanckar om möjeligheten och nyttan af krydd- och trägårdars anläggande i Finland, med wederbörandes tilstånd, under oeconomiae professorens och Kongl. Sv. Wetensk. Academiens ledamots herr Pehr Kalms inseende, för lager-kranzens ärhållande til almänt ompröfwande utgifne, i Åbo Academ. öfre sal, den 22. Junii 1754. F. m. af Henric Lindste`en, Aboens	Turku	1754	NA	Diss.	1	1	
234742	kungliga	Kalm, Pehr	Enfaldige tanckar om möjeligheten och 	Enfaldige tanckar om möjeligheten och nyttan af krydd-och trädgårdars anläggande i Finland, med wederbörandes tilstånd, under oeconomiæ professorens och kongl. sv. wetensk. academiens ledamots Herr Pehr Kalms inseende, för lager-kranzens ärhållande til almänt ompröfwande utgifne, i Åbo academ. öfresal, den 22. junii 1754. F. M. af Henric Lindstéen, Aboens	Turku	1754	NA	Diss. Åbo : Åbo akademi, 1754	1	2	potentially remove
935	fennica	Kalm, Pehr	Historisk och oeconomisk beskrifning öfwer 	Historisk och oeconomisk beskrifning öfwer Cronoby sokn uti Österbotn, hwilkens förra deel, med wederbörandes minne, under oeconomiae professorens och Kongl. Swenska Wettenskaps acad. ledamots, herr Pehr Kalms inseende, til allmän undersökning i Åbo Academies öfre läro-saal den 7. Maji 1755. f. m. framställer Eric Cajanus, Erics son, Österbotninge	Turku	1755	NA	Diss.	1	1	
190798	kungliga	Kalm, Pehr	Historisk och oeconomisk beskrifning öfwer 	Historisk och oeconomisk beskrifning öfwer Cronoby sokn uti Österbotn, hwilkens förra deel, med wederbörandes minne, under ... herr Pehr Kalms inseende, til allmän undersökning i Åbo academies öfre läro-saal den 7. maji 1755. f. m. framställer Eric Cajanus, Erics son, österbotninge	Turku	1755	NA	Diss. Åbo : Åbo akademi, 1755	1	2	potentially remove
937	fennica	Kalm, Pehr	Tankar om möjeligheten och nyttan 	Tankar om möjeligheten och nyttan af beqwämare båtfarter i Kimi elf uti Österbotn, med wederbörandes minne, under oeconomiae professorens och Kongl. Swenska Wettenskaps Acad. ledamots, herr Pehr Kalms inseende, för lager-kransen utgifne, och almän granskning understälte, i Åbo Academies öfre sal, den 21. Junii förmidd. 1755, af Henric Wegelius, Hen. son, Österbotninge	Turku	1755	NA	Diss.	1	1	
204123	kungliga	Kalm, Pehr	Tankar om möjeligheten och nyttan 	Tankar om möjeligheten och nyttan af beqwämare båtfarter i Kimi elf uti Österbotn, med wederbörandes minne, under ... Pehr Kalms inseende, för lager-krantzen utgifne, och almän granskning understälte, i Åbo academies öfre sal, den 21. junii förmidd. 1755, af Henric Wegelius ... österbotninge	Turku	1755	NA	Diss. Åbo : Åbo akademi, 1755	1	2	potentially remove
938	fennica	Kalm, Pehr	Dissertatio de utilitate matheseos in 	Dissertatio de utilitate matheseos in oeconomia, quam, consensu ampliss. facult. phil. in Reg. Acad. Aboe¨nsi, praeside celeberrimo viro, dn. Petro Kalm, oeconom. profess. ordin. nec non Societ. Reg. Stockh. membro, publice examinandam sistit Georgius N. Mathesius, Ostrobotniensis. Die XXVII. Junii, anno MDCCLV. L. h. q. s	Turku	1755	NA	Diss.	1	1	
234730	kungliga	Kalm, Pehr	Dissertatio de utilitate matheseos in 	Dissertatio de utilitate matheseos in oeconomia, quam, consensu ampliss. facult. phil. in Reg. Acad. Aboënsi, praeside [...] Petro Kalm, [...] publice examinandam sistit Georgius N. Mathesius, Ostrobotniensis. Die XXVII. Junii, anno MDCCLV. L. H. Q. S	Turku	1755	NA	Diss. Åbo : Åbo akad., 1755	1	2	potentially remove
945	fennica	Kalm, Pehr	Några kännemärcken til nyttiga mineraliers 	Några kännemärcken til nyttiga mineraliers eller jord- och bärgarters upfinnande, med wederbörandes tilstånd under oeconomiae professorens och Kongl. Swenska Wettenskaps Academiens ledamots samt. p. t. acad. rect. Hr. Pehr Kalms inseende, som et academisk prof, til allmän granskning framgifne uti Åbo Academies öfre läro-sal för middagen den 5. Julii 1756. Af Erik Haegglund, Österbotninge	Turku	1756	NA	Diss.	1	1	
234765	kungliga	Kalm, Pehr	Några kännemärcken til nyttiga mineraliers 	Några kännemärcken til nyttiga mineraliers eller jord- och bärgarters upfinnande, med wederbörandes tilstånd under ... Pehr Kalms inseende, som et academisk prof, til allmän granskning framgifne uti Åbo academies öfre läro-sal för middagen den 5. julii 1756. Af Erik Hægglund, österbotninge	Turku	1756	NA	Diss. Åbo : Åbo akademi, 1756	1	2	potentially remove
950	fennica	Kalm, Pehr	Trän til häckar eller lefwande 	Trän til häckar eller lefwande gärdes-gårdar, beskrefne, och med wederbörandes minne, under oeconomiae professorens, Kongl. Swenska Wettenskaps Academiens och Upsala Wettensk. Societ. ledamots, samt h. t. acad. rect. hr. Pehr Kalms inseende, uti et academiskt prof utgifne af David Erik Högman, Österbotninge. I Åbo större läro-sal f. m. den 4. Decembr. 1756	Turku	1756	NA	Diss.	1	1	
234796	kungliga	Kalm, Pehr	Trän til häckar eller lefwande 	Trän til häckar eller lefwande gärdes-gårdar, beskrefne, och med wederbörandes minne, under ... Pehr Kalms inseende, uti et academiskt prof utgifne af David Erik Högman, Österbotninge. I Åbo större läro-sal f. m. den 4. decembr. 1756	Turku	1756	NA	Diss. Åbo : Åbo akademi, 1756.	1	2	potentially remove
951	fennica	Kalm, Pehr	Exercitium academicum de usu quem 	Exercitium academicum de usu quem praestat psychologia oeconomo quod cons. ampl. fac. philos. in Acad. Auraicae praeside viro maxime reverendo atque amplissimo, d:no Petro Kalm, oecon. profess. reg. & ord. Reg. Acad. Scient. Holm. nec non Societ. Lit. Ups. membro, bonorum disquisitioni submittit Johannes Arelin, Aboa-Fenno. In aud. majori die V. Martii an. MDCCLX. h. a. m. s	Turku	1760	NA	Diss.	1	1	
234746	kungliga	Kalm, Pehr	Exercitium academicum de usu quem 	Exercitium academicum de usu quem præstat psychologia oeconomo quod cons. ampl. fac. philos. in Acad. Auraicae praeside [...] Petro Kalm, [...] bonorum disquisitioni submittit Johannes Arelin, Aboa-Fenno. In aud. majori die V. Martii an. MDCCLX. H. A. M. S	Turku	1760	NA	Diss. Åbo : Akad., 1760	1	2	potentially remove
952	fennica	Kalm, Pehr	Enfaldige tanckar om nyttan och 	Enfaldige tanckar om nyttan och nödwändigheten af wåra inhemska wäxters kännande, med wederbörandes minne, under oeconomiae professorens, Kongl. Swenska Wettenskaps Academiens, och Upsala Wettenskaps Societ. ledamots, hr. Pehr Kalms inseende, för lager-krantsen til allmän granskning framstälde uti Åbo Acad. öfre läro-sal d. 19. August. f. m. 1760. Af Henric Enckell. österbotninge	Turku	1760	NA	Diss.	1	1	
234740	kungliga	Kalm, Pehr	Enfaldige tanckar om nyttan och 	Enfaldige tanckar om nyttan och nödwändigheten af wåra inhemska wäxters kännande, med wederbörandes minne, under oeconomiæ professorens, Kongl. Swenska Wettenskaps Academiens, och Upsala Wettenskaps Societ. ledamots, hr. Pehr Kalms inseende, för lager-krantsen til allmän granskning framstälde uti Åbo Acad. öfre läro-sal d. 19. August. f. m. 1760. Af Henric Enckell. österbotninge	Turku	1760	NA	Diss. Åbo : Åbo akademi, 1760	1	2	potentially remove
965	fennica	Kalm, Pehr	Theses oeconomicae, quas, suffragante ampliss. 	Theses oeconomicae, quas, suffragante ampliss. facult. philos. in Reg. Acad. Aboe¨nsi, praeside dn. Petro Kalm, oecon. prof. reg. & ord. Reg. Acad. Scient. Holm. nec non Societ. Lit. Ups. membro, publicae eruditorum censurae submittit pro gradu, stipendiarius regius Esaias Hollberg Aboe¨nsis, in audit. majori ad diem V. Julii a:ni MDCCLXVI. h. a. m. c	Turku	1766	NA	Diss.	1	1	
286458	kungliga	Kalm, Pehr	Theses oeconomicae, quas, suffragante ampliss. 	Theses oeconomicae, quas, suffragante ampliss. facult. philos. in Reg. Acad. Aboënsi, praeside [...] Petro Kalm, [...] publicae eruditorum censurae submittit pro gradu, stipendiarius regius Esaias Hollberg Aboënsis, in audit. majori ad diem v. Julii a:ni MDCCLXVI. H. a. m. c	Turku	1766	NA	Diss. Åbo : Åbo Akademi, 1766	1	2	potentially remove
997	fennica	Kalm, Pehr	Nyttan utaf afskaffandet af de 	Nyttan utaf afskaffandet af de öfwerflödiga helgedagar. Med phil. facult. samtycke wid Kongl. Acad. i Åbo under theol. doctorens, oecon. professorens, ledamotens af Kongl. Vasa Orden, Kongl. Swenska Wett. Acad. Kongl. Wett. Societ. i Upsala, samt Kongl. Swenska Patriot. Sällskapet herr Pehr Kalms inseende utgifwen och förswarad af Henric Montin philos. candidat, och g. o. t. I Åbo Acad. öfre läro-sal. Den 26 Junii f. m. 1775	Turku	1775	NA	Diss.	1	1	
234762	kungliga	Kalm, Pehr	Nyttan utaf afskaffandet af de 	Nyttan utaf afskaffandet af de öfverflödiga helgedagar	Turku	1775	NA	NA	1	2	potentially remove
1015	fennica	Kraftman, Johannes	Tankar om svenska folkbristen, med 	Tankar om svenska folkbristen, med vederbörandes samtycke, under extraord. mathes. professorens herr mag. Johan Kraftmans inseende, till allmän granskning framstälde uti Åbo Academies öfre lärosal, den 27. Novembr. f. m. 1756. af Johan Browallius, österbotninge	Turku	1756	NA	Diss.	1	1	
240364	kungliga	Kraftman, Johan	Tankar om svenska folkbristen, med 	Tankar om svenska folkbristen, med vederbörandes samtycke, under ... Johan Kraftmans inseende, till allmän granskning framstälde uti Åbo academies öfre lärosal, den 27. novembr. f. m. 1756. af Johan Browallius, österbottninge	Turku	1756	NA	Diss. Åbo : Åbo akademi, 1756.	1	2	potentially remove
1143	fennica	Mennander, Carl Fredrik	Anmärckningar om äng- och åkerskiötzel 	Anmärckningar om äng- och åkerskiötzel i Österbotn, med vederbörandes tilstånd, under professorens i naturkunnigheten och Kongl. Vet. Acad. ledamots herr Carl Fridric Mennanders inseende, som academiskt prof framstälte i större läro-salen i Åbo 1751. Den 15. Junii, af Matthias Pazelius, Österbotninge	Turku	1751	NA	Diss.	1	1	
261855	kungliga	Mennander, Carl Fredrik	Anmärckningar om äng- och åkerskiötzel 	Anmärckningar om äng- och åkerskiötzel i Österbotn, med vederbörandes tilstånd, under [...] Carl Fridric Mennanders inseende, som academiskt prof framstälte i större läro-salen i Åbo 1751. Den 15. Junii, af Matthias Pazelius, österbotninge	Turku	1751	NA	Diss. Åbo : Åbo Akademi, 1751	1	2	potentially remove
1144	fennica	Mennander, Carl Fredrik	Dissertatio historico-oeconomica, de regia piscatura 	Dissertatio historico-oeconomica, de regia piscatura Cumoe¨nsi, quam adprobante ampliss. philosophorum ordine in Regia ad Auram Academia, sub moderamine Caroli Friderici Mennander, scient. natur. profess. reg. & ordin. pastoris in Rändämäki, & Reg. Acad. Svec. Scient. membr. Ad diem 28. Junii ann. MDCCLI. in aud. sup. h. a. m. c. Pro honoribus philosophicis publicae disquisitioni subjicit Fridericus Reginaldus Brander, Satacunda-Fenno	Turku	1751	NA	Diss.	1	1	
261869	kungliga	Mennander, Carl Fredrik	Dissertatio historico-oeconomica, de regia piscatura 	Dissertatio historico-oeconomica, de regia piscatura Cumoënsi, quam adprobante ampliss. philosophorum ordine in regia ad auram academia, sub moderamine Caroli Friderici Mennander ... ad diem 28. Junii ann. MDCCLI. in aud. sup. H. a. m. C. Pro honoribus philosophicis publicæ disquisitioni subjicit Fridericus Reginaldus Brander, Satacunda-Fenno	Turku	1751	NA	Diss. Åbo : Åbo Kungliga Akademi, 1751	1	2	potentially remove
1146	fennica	Mennander, Carl Fredrik	Aphorismi physici, de effluviis corporum 	Aphorismi physici, de effluviis corporum naturalium in atmosphaeram, qvos, ex suffragio cel. philos. ord. in Reg. Acad. Aboe¨nsi, praeside Carolo Frider. Mennander, scient. natur. profess. reg. & ordin. pastore in Rändämäki, nec non Reg. Acad. Svec. Scient. membro, pro gradu publico candidorum examini subjicit alumnus regius, Andreas Achander, Satacundensis. In auditorio majori, ad diem. XIII Julii, ann. MDCCLI. horis ante meridiem consvetis	Turku	1751	NA	Diss.	1	1	
