publication_year	author	title	publisher
1758	Rhyzelius, Andreas Olavi (1677-1761)	En rätteligen sörgande syndares fullkomlige tröstare, Jesus Christus, genom sin mandoms anammelse; när konglige hoffpredikanten, probsten öfwer Westerwik och N. Tjust, och kyrkoherden wid Tryserum, Hannäs och Fogelwiks församlingar ... Henric Jac. Sivers, som i riksstaden Lybeck född d. 8. april. år 1709, efter christelig och berömlig lefnadswandel, med fullkomlig tröst i tron på Christum Jesum, glad och salig död i Tryserum d. 8. aug. 1758, blef uti Tryserums kyrkio, : samma år och månad d. 30, högtidel. begrafwen; af föreskrefna text 1. Timoth. 1:15, til betrachtande och efterlefnad wälment, kort och enfaldigt förestälte Andr. Olav. Rhyzelius ... Linköping, tryckt hos sal. Biörckegrens enka	NA
1759	Rhyzelius, Andreas Olavi (1677-1761)	Lärare, såsom friare för Jesu Guds son hos syndare i werldene, när kyrkjoherden i Östra Stenby och Östergöthland ... Petrus Ol. Tempelman, som död på sitt 56 ålders år, d. 25. sept. år 1759 uti Östra Stenby-kyrkjo, under hela församlingens saknad, gråt och tårar högtideligen begrofs, enfaldeligen, til christeliget betrachtande, förestälde And. Ol. Rhyzelius ... Linköping, tryckt hos afl. Biörckegrens enka	NA
1760	Rhyzelius, Andreas Olavi (1677-1761)	En om sin själs odödlighet och kropps oförgängelighet i trone förwiszad christens af sex pärlor sammansatt dygda-krants, til skyldigt äreminne och öfwerwäldigande tröst ämnad at lämpas in uppå probstinnon och lectorskon ... nu saliga, fru Christina Rydelia, prim. theol. lect. probst och kyrkjoherdans m. Johan Sparschuchs, i hjertelig sorg, genom en salig död, den 4 septembr. år 1760 ifråfallna ächta wän och maka, när hon, uti Linköpings-domkyrkjo, d. 16 i samma månad : begrofs, af then gamla och therunder sjuknanda doct. Andrea Ol. Rhyzelio ... På hennes 59, och hans 83 ålders år. Linköping, tryckt hos sal. Biörckegrens enka	NA
1815	Silverstolpe, Gustaf Abraham (1772-1824)	Åminnelse-tal öfver lieutenanten, riddaren af kongl. Wasa orden, välborne Lars Ulric Sandberg. Hållit i Wisths kyrka då den på svenska riddarhuset, under n:o 1486 introducerade Sandbergska ättens sköldemärke krossades. Den 10 december år 1815, af G.A. Silverstolpe. Linköping	NA
1816	Dubb, Jonas (1739-1823)	Tacksägelse af Jon Dubb ... och personalier af Carl von Rosenstein ... uppläste vid rådmannen ... Carl Fredric Steffens begrafnings-act, i kyrkan Fredrica Dorothea Wilhelmina i Linköping, den 20 martii 1816. Linköping, 1816, Petre och Abrahamsson	NA
1811	Livin, Claes Magnus (1753-1831)	Minne af enke-prostinnan, högädla fru Emerentia Söderman, född Zetterling. Vid dess jordfästning uti Solberga, den 22 februarii 1811. =Anon=. Linköping, 1811. Groth och Petre	NA
1806	Könsberg, Johan Magnus (1757-1832)	Vid professorns och ledamotens af k. patriotiska sällskapet i Stockholm ... Joh. P. Tidéns jordfästning i Rystads kyrka den 6 december 1805. Af Joh. Magn. Könsberg ... Linköping, Groth och Petre 1806	NA
1808	Acharius, Erik (1757-1819)	Vid förste landtmätaren i Östergöthland herr Mathias Wallbergs jordfästning i Wadstena stads-kyrka den 27 mars 1808. Af Erik Acharius ... Linköping Groth och Petre 1808	NA
1791	Schmiterlöw, Henning Christian (1754-1813)	Tal, hållet uti Asby kyrka i Östergöthland d. 9 november 1790, då den friherreliga ätten Wrangels, af Ludenhoff, sköldemärke sönderslogs af H.C. Schmiterlöw ... Linköping, trykt hos Schonberg och Björkegrrens [!] enka, 1791	NA
1773	Wallander, Sven Friedric (1732-1807)	Välment yttrade tanckar då lieutenantens ... Petr. Asplings vördade, ljufva och kära maka fru Helena Elisabeth Zettrén, jordfästades uti Vinnerstads kyrka, i mycket folks närvaro den 21 december 1773. Af en sörgande måg Sven Friedric	NA
1797	Lindblom, Jacob Axelsson (1746-1819)	Tal vid domprostinnans och doctorinnans ... Anna Dor. Älfs, född Filenius, graf, i Linköpings domkyrka den 29 mars 1797. Af Jac. Ax. Lindblom. Linköping, D.G. Björn	NA
1799	Lindblom, Jacob Axelsson (1746-1819)	Domprosten m.m. herr doct. Samuel Älfs minne. Af Jac. Ax. Lindblom. Vid jordfästningen i Linköpings domkyrka den 14 julii 1799. Linköping, tryckt hos Didric Gabriel Björn, kongl. gymn. boktryckare	NA
1810	Calén, Daniel (1755-1825)	Åminnelse-tal wid prosten öfwer Wårdnäs församling ... Lars Wikblads begrafning i Wårdnäs kyrka den 29 december 1809. Af Daniel Calén. ... Linköping, 1810. Groth och Petre	NA
1708	Block, Magnus Gabriel Von (1669-1722)	Åtskillige anmärkningar öfwer thesza tiders falske astrologiska, phantastiska och enthusiastiska prognostiker, spådomar och prophetier, beträffande menniskjans wäsende och wandel i gemen; men i synnerhet religions- och statz saker, förnemligast i the nordiska länder. Såsom ock then andra Christi tilkommelse, jämwäl sidsta wärldenes ända. jerem ... /(Magnus Gabriel Block.) Linköping, tryckt åhr 1708. [E. Kempes änka.	NA
1793	NA	Linköpings bibliotheks handlingar. =Linköping. 1-2. 1793- 1795.=	NA
1795	NA	Linköpings bibliotheks handlingar. =Linköping. 1-2. 1793- 1795.=	NA
1788	NA	Fem märkwärdige mäns lefwernes beskrifningar, efter trowärdige anledningar	NA
1752	Rhyzelius, Andreas Olavi (1677-1761)	Andreæ Ol. Rhyselii ... Episcoposcopia Sviogothica, eller En sweagöthisk sticht- och biskops-chrönika, om alla Swea- och Götharikets sticht och biskopar, ifrå början, in til närwarande tid; bestående af twå delar. Med några anmerkningar och fullkomligt register. Förre delen, om the siu gamla Swea- och Götharikets sticht och theras biskopar	NA
1745	Evensson, David (1699-1750)	En trogen prästs död; i anledning af 1. Mos.b. 48:21. Si jag dör och Gud skal wara med eder. Vti en christelig och enfallig ljk-predikan, öfwer kyrkioherden i Styrestad, ärewärdige och högwällärde, nu i herranom salige hr. Magnus Bangelius	NA
1771	Duraeus, Erik (1714-1788)	Åhörares åtanka på sina lärare efter deras död, i anledning af Ebr. 13:7. Då i lifstiden kyrkoherden i Gryts lofliga församling ... nu hos Gud salige, herr Andreas Ericsson Dahl, med anständig heder jordfästades den 11 febr. 1770, i	NA
1742	Fröling, Samuel Magni (1687-1746)	The trognas fördolda lif med Christo i Gudi wid, för thetta kongl. maij:sts högtbetrodde man och præsidents vti kongl. maij:sts och riksens höglofliga Giötha hof-rätt ... nu ewigt saliger herr Germund Cederhielms ... högtansenliga begrafning	NA
1767	Ekerman, Jacob (1713-1778)	Ett trones tal til Gud, då probsten och kyrkjoherden ... Petrus Enewald, efter en öfwer 72 år förd christelig wandel, och i trone stilla död, i Wists kyrkja i Östergjöthland, til sitt hwilorum beledsagades den 15. maji 1767, förestäldt af Jacob Ekerman ... Linköping, tryckt hos Biörckegrens enka	NA
1828	Stenhammar, Matthias (1766-1845)	Tal wid prosten Swen Engströms begrafning i Skedewid den 28 julii 1826 af M. Stenhammar ... Linköping, 1828, Axel Petre	NA
1757	Seelen, Johann Heinrich Von (1688-1762)	De Lubecensibus, extra Lubecam, doctorum theologiæ dignitate conspicuis, epistola, qua viro maxime reverendo, præclarissimo et doctissimo, Henrico Jacobo Sivers, Lubecensi, sacræ regiæ majestati Sveciæ a sacris, ecclesiarum in Tiustia	NA
1803	Odencrantz, Johan (1737-1804)	Kongl. Götha hofrätts presidenter, ledamöter och betjäning med någre biographiske och genealogiske underrättelser. / [Johan Odencrants] Linköping, Groth, och Petre. 1803	NA
1743	Rhyzelius, Andreas Olavi (1677-1761)	The vtwaldas inskrifning vti lifsens bok i himmelen, såsom the trognas glädje-ämne på jordene, när kongl. maj:ts tro-man, archibiskop och Vpsala-academies pro-cancellair ... Ericus Benzelius, blef, med anstendig heder, begrafwen, vnder	NA
1729	Svensson, Magnus (1683-1750)	The rätta christnas oöfwerwinneliga hopp, i anledning af Psal. 56: 11.12.13,14. Uti en christelig lijk-predikan öfwer fordom bruks-patronen wid Carlströms jern-bruk ... Gabriel Bergenstråhle, nu mera hos Gud ewinnerligen salig; wid	NA
1784	Tenggren, Pehr (1742-1803)	Christeliget lik-tal, hållet, öfwer ... Carl Joh. Blohm, kyrkoherde uti Swanshals och Kumla församlingar, samt härads-prost i Lysings contract: wid desz begrafning, uti Swanshals kyrka, den martii 1782: af Pehr Tenggreen ... Linköping	NA
1823	Ekwall, Christofer Retzius (1759-1828)	Tal vid capitainens vid 1:sta kongl. lifgrenad. regem. högädle herr Jon Brogrens i lifstiden k. makas högädla fru Maria Magd. Brogrens född Reuselii jordfästning, i Gamla Kihls kyrka d. 9 sept. 1823. Af Chistof. [!] Retz. Ekwall .	NA
1802	åström, Johan (1767-1844)	Tal, vid grosshandlaren herr J.G. Norstedts kära makas, fru Carolina S. Ebersteins begrafning i Hedvigs kyrka i Norrköping, den 9 mars 1802. Hållet af Johan Åström ... Linköping, Per Henr. Groth, 1802	NA
1795	Tenggren, Pehr (1742-1803)	Åminnelse-tal, öfwer saligen afledne vice pastorn och comministern ... Clas Johansson Eek, hållet wid desz begrafning i Ödeshögs kyrka d. 21 jan. 1795. Af Pehr Tenggreen ... Linköping, D.G. Björn	NA
1758	Elfstadius, Eric (1703-1779)	En kort och christelig likpredikan, wid högwälborna fru fri-herrinnans och ammiralinnans, fru Beata Johanna Clercks jorda-färd och christeliga begrafning uti Norra Ljusterö-capell d. 30. maji år 1758. Hållen af Eric Elfstadius ... Linköping	NA
1794	Wallenberg, Marcus (1774-1833)	Lik-predikan öfwer, för detta, kongl. hof-predikanten och prosten öfwer Tuna och Sewede häraders contract, samt kyrkoherden i Frödinge församling, herr mag:r Anders Drangel, hållen i Frödinge kyrka, d. 11 julii 1794, af Marcus Wallenberg	NA
1739	Rhyzelius, Andreas Olavi (1677-1761)	En på sin barnsäng afsomnande barnamoders wälgrundada salighet, til grafwård öfwer wäläreborna och dygderika, nu hos Gud saliga, fru Anna Catharina Drysén, lectorens vti kongl. gymnasio, herr mag. Johannis Sparschuchs kiärälskeliga hustru, när hon, som then 19. februarii, och altså på nionde dygnet efter ett wäsignadt barnafödande, sachtmodeligen på sin barnsäng afsomnat hade, blef, på then 23 i samma månad, år 1738, vnder en förnäm och folkrik försambling, vti Linköpings domkyrkio, hos sina saliga föräldrar begrafwen; förestäld vti en enfallig likpredikan af Andrea Ol. Rhyzelio ... Tryckt i Linköping, år 1739. [P.H. Pilecan.	NA
1722	Rudén, Thorsten (1661-1729)	The trognas fullkomliga ägendom, i anledning af psalm. 73:25,26. Under en christelig lijk-predikan öfwer fordom s. theol. lectoren wid Linköpings gymnasium, samt kyrkioherden wid Landery-församling ... nu hoos Gud salige, herr Laurentius	NA
1811	Nordvall, Adolf (1754-1813)	Tal vid kongl. maj:ts trotjenares, majorens högädle herr Adolph Duræi begrafnings-act i Asby kyrka, den 28 april 1811, hållit af Adolph Nordvall ... Linköping, 1811. Groth och Petre	NA
1824	Bohman, Johan (1790-1842)	Tal vid prostinnan högädla fru Eva Charlotta Eks jordfästning i Rogslösa kyrka tisdagen d. 29 april 1823 af I. Bohman. Linköping 1824 Axel Petre	NA
1732	Benzelius, Erik (1675-1743)	Guds barns sorg förwandlad i glädie	NA
1820	Ekborn, Anders Peter (1791-1857)	Tal wid majorskan fru Cath. Marg. Flodmans, född Hellvegh, begrafning. Hållet i Horns kyrka den 19 mars 1820, af Anders Pet. Ekborn. Linköping, 1820; Petre och Abrahamsson	NA
1712	Lang, Jacob (1648-1716)	Gudz barnas odödeliga dödelighet, tå then ehrewördige ... Bothvid Gladhem, för detta välförtient och waksam kyrckioherde i Wreta closters församling, samt berömlig prost öfwer thet ther til lydande prosteriet, på sitt 61 ålders år, til	NA
1802	Ekmanson, Carl Gustaf (1744-1812)	Grifte-tal öfwer prosten och kyrkoherden herr magister Dan. Grevillius, hållet i Hofs kyrka den 5 junii 1801, af C.G. Ekmanson. Linköping 1802. P.H. Groth	NA
1754	Rhyzelius, Andreas Olavi (1677-1761)	Guds nåd then bätsta trösten i all nöd och emot döden, när kyrkioherden i Wästerlösa ... nu hos gud salig, herr Johannes Grevillius, som född i Skiärkind then 6 aprilis anno 1690, ordinerad til capellan i Ny-kil år 1717, kyrkioherde i Wästerlösa, år 1738, och saligen död then 4 oct. 1754; blef, vnder en anseenlig församlings öfwerwaro, begrafwen then nästa 19 nov. I anledning af texten ps. 119:76, 77. enfaldeligen til betrachtande förestäld af Andrea Olav. Rhyzelio : ... Linköping, tryckt hos Gabriel Biörckegren, Linköpings läns- och stichts-boktryckare	NA
1761	Alfwing, Nathanel (1707-1762)	En trogen andelig underherdas embets-harnesk, uti en enfaldig likpredikan betracktadt, tå, i lifstiden, wälärewördige ... nu mera hos Gud salige, herr Anders Gråsten, efter 66. års och 8. månaders gudeliga förda wandel, i Herranom hade	NA
1776	Ekman, Carl Magnus (1712-1781)	Guds nåd wår tröst. Af psalmen 119. v. 76. när kyrkoherden wid Wästra Tollsta församling ... Samuel Hjertstedt, /som efter en berömlig wandel i 66 år och 6 dagar, saligen afsomnade den 31 decemb. 1775,/ den 11 januarii 1776 med anständig	NA
1808	Stenhammar, Matthias (1766-1845)	Tal vid prosten och kyrkoherden herr magister Per Kernells begrafning i Hällestads kyrka den 20 october 1807. Af Matthias Stenhammar ... Linköping, Groth och Petre, 1808	NA
1731	Siberg, Eric (1688-1746)	Trofasta öfwerwinnares tredubbla seger-krona, tå kongelig majestets tro-tienare och major af lif-regementet til häst ... Carl Magnus Liljehök ... vnder en högförnäm och mycket folckrik församlings närwaro, anstendeligen infördes i sina	NA
1823	Ek, Jacob (1774-1827)	Minne af prostinnan fru Cath. Maria Lundborg född Schenmark. Af Jac. Ek ... Linköping, 1823; Axel Petre	NA
1749	Rhyzelius, Andreas Olavi (1677-1761)	The christnas lopp på christendoms banen efter ewiga lifwets krono, när senioren af Linköpings stichts prästerskap, och kyrkioherden wid Södra Wi- och Juttersdala församling ... Laurentius Malm, hwilken, efter en in för Gudi förd lefwernes, embets- och christendoms wandel, på sitt ottationde andra ålders år, d. 5 maji år 1749, aldeles nögd, glad och salig i herranom sinom frälsare, afsomnat, blef vti Södra-Wi kyrkio, d. 8 junii samma år, offent- och hederligen begrafwen; för en ganska stor och anseenlig församling, vti christelig predikan, öfwer förordnad text I Cor. 9:24, til åhörarenas eget öfwerwägande, enfalleligen föresteldt af Andr. Olav. Rhyzelio ... Linköping, tryckt hos Gabriel Biörckegren	NA
1726	Svensson, Magnus (1683-1750)	Menniskiornas lefwernes elende i tiden, vti en christelig lik-predikan, öfwer ... Sara Elisabet Mathon, bruks-patronens ... Johan Wictorins, för thetta kärelskeliga maka, nu mera hos Gud ewinnerligen salig; wid thes offenteliga och folkrika begrafnings-act, vti Christberga kyrkio, then 24 augusti, 1726. I anledning af patriarchen Jacobs ord Gen. 47:9. I enfaldighet förestäldt af Magnus Svensson ... Linköping, tryckt hos Petr. Pilecan	NA
1755	Rhyzelius, Andreas Olavi (1677-1761)	Apostelen Paulus, såsom en sielf fast och sina åhörare stadfästande pelare, christnom lärarom til efterdömelse, när kyrkioherden i Gällersrums församling ... Matthias Sunonis Pelander, som född d. 24 martii år 1687, student i Vpsala år 1715, ordinerad år 1719 adjunct i Skedwi, capellan i Misterhult år 1720 och kyrkioherde år 1730, saligen hade i Christo afsomnat d. 5 april år 1755, blef d. 29 ejusdem, vnder hela församlingens gråt och tårar, i Gällersrums kyrkios : chor, hederligen begrafwen; af texten 2. Tim. 1:12,13, til christeliget betrachtande wälment förestäld af Andrea Olav. Rhyzelio ... Linköping, tryckt hos Gabriel Biörckegren, Linköpings läns- och stichts-boktryckare	NA
1729	Rhyzelius, Andreas Olavi (1677-1761)	Guds nådabarns tredubla salighet i tiden, i döden och i ewighet, til christeligit äreminne, lärdom och tröst; tå kongl. maj:ts tro-man och biskop öfwer Linköpings sticht ... Torstanus Rudeen, nu hos Gud ewinnerliga salig; hwilken tre dagar förrvt, d. 9 septembr. kl. 1 om morgonen, tå thet af honom vtskrefna prästemötet begynnas skulle, ganska sachtmodeligen i Herranom, på sitt 69de ålders år afsomnat hade; blef, vnder en ganska ansenlig och folkrik försambling, enkannerligen : af stichtets tå än qwarblifwande prästerskap, vti Linköpings domkyrkio begrafwen, then 12 septembr. år 1729; enfaldeligen förestäld öfwer ps. 73 v. 24. Af Andr. Ol. Rhyzelio ... Linköping, tryckt hos Peter Pilecan	NA
1729	Ihre, Johan (1707-1780)	Lacrimas & flores, in tumulum reverendissimi atque eminentissimi domini, doctoris ac episcopi, nunc æternùm beati, Torstani Rudeen, sub illustri & frequentissimâ omnium ordinum pangegyri, in majori Lincopiensis gymnasii acroaterio, d	NA
1740	Rhyzelius, Andreas Olavi (1677-1761)	En öfwer sitt k. barns död gråtande Rachel, hugswalad med tre tröste-punctar, vtsökta och förestälda af Vppenb. c. 7:14-17. Wid biskopsdotterens ... Catharina Margareta Thorstens-dotter Rudenskiölds, offenteliga och christeliga begrafning, för en mycket förnäm och folkrik försambling, vti Linköpings domkyrkio, then 24 junii eller miszommardagen, år 1740, af Andr. Olav. Rhyzelio ... Tryckt i Linköping hos Peter Pilecan, [!	NA
1740	Rhyzelius, Andreas Olavi (1677-1761)	En christelig lärares äreminne til wärdigt täncke-emne, när kyrkioherden wid Örebro-stads och the annecterada sochners försambling, samt probsten öfwer östra Närike ... nu och ewinnerliga hos Gud salig mag. Johannes Strömer, hwilken	NA
1772	Kjellborg, Nils (1716-1791)	Ett godt samwete, såsom en lärares största tröst uti hans dödsstund och afsked ifrån thenna werlden; förestält uti en christelig lik-predikan, när kyrko-herden wid Swinstads lofliga församling ... Friedric Thollander, blef til sin andelösa	NA
